EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
2953008;2;01/06/1977;1;22,2;84,4;15;7;1;1;0;1713,90002441406;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,2;0;0;0;12,8;0;15,2;20;0;3,4;3,2;0;0;0;7,6;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/07/1977;1;52,4;236,2;28;10;1;1;0;1713,90002441406;1;0;0;0;0;0;0;0;0;45,4;3,4;0;0;0;40,6;0;10;0;0;0;0;9;33,4;0;17,4;0;0;0;52,4;0;1,2;23,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/08/1977;1;38,6;165,8;13;11;1;1;0;1713,90002441406;1;0;11;0;15,4;0;0;0;0;0;0;0;2,6;38,6;5,4;0;2;8,2;26,4;0;0;0;0;15,6;35,2;5,4;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/09/1977;1;25;106;14;8;1;1;0;1713,90002441406;1;0;0;0;0;0;13,2;0;0;0;0;0;0;0;25;10,6;3,8;6,2;17,2;0;0;0;0;0;14,6;0;0;0;0;15,4;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/10/1977;1;17,2;74,4;10;9;1;1;0;1713,90002441406;1;0;0;0;4;0;0;0;0;3;17,2;12,6;7,2;0;0;6;16;0;0;0;0;0;0;0;0;7,4;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/11/1977;1;40,8;181;28;9;1;1;0;1713,90002441406;1;37;0;0;0;0;0;0;0;8,4;38;14,4;5,6;0;0;0;0;0;0;0;4,4;0;14,8;0;17,6;0;0;0;40,8;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/12/1977;1;38,6;144,6;7;7;1;1;0;1713,90002441406;1;0;0;16,6;1,6;0;0;38,6;1,4;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;23,4;34;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/01/1978;1;34;162,6;14;11;1;1;0;1289,90002441406;1;0;0;0;0;3,6;14,6;0;11;0;0;0;0;0;34;0;0;0;0;0;17,2;25;0;13;3,6;6,6;24;0;0;0;10;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/02/1978;1;24;63,2;3;5;1;1;0;1289,90002441406;1;4,4;0;24;0;0;0;0;0;0;0;0;9;0;0;0;0;22,4;0;0;3,4;0;0;0;0;0;0;0;0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
2953008;2;01/03/1978;1;34;90,8;1;5;1;1;0;1289,90002441406;1;34;5;0;0;0;0;0;0;0;0;0;23;0;0;0;1,2;0;0;0;0;0;0;0;0;0;0;27,6;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/04/1978;1;9,2;17,8;19;3;1;1;0;1289,90002441406;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;9,2;0;0;0;0;0;0;0;0;0;0;7,6;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/05/1978;1;44;59;16;3;1;1;0;1289,90002441406;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;11;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/06/1978;1;16;77,4;26;10;1;1;0;1289,90002441406;1;0;0;0;0;0;0;0;2,6;0;0;0;0;7,6;0;0;0;2,6;8,4;0;13,2;0;0;0;3,8;6;16;2,2;0;0;15;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/07/1978;1;26,3;139,1;27;11;1;1;0;1289,90002441406;1;0;0;1,4;0;0;0;0;0;0;0;0;4;0;0;23,2;4;0;10,6;0;22,2;25,6;10,4;0;1,8;0;0;26,3;9,6;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/08/1978;1;25;68,1;30;11;1;1;0;1289,90002441406;1;2,3;0;0;0;0;0;0;0;2,7;1;11,2;1;0;6,6;10;3,4;0;0;0;0;2,3;0;0;0;0;0;0;0;2,6;25;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/09/1978;1;30;73,3;14;4;1;1;0;1289,90002441406;1;0;0;0;0;0;0;0;25,6;1,7;0;0;0;0;30;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/10/1978;1;29,2;98,8;31;7;1;1;0;1289,90002441406;1;0;0;0;15,4;0;0;0;0;0;4,6;0;0;0;18;0;0;0;0;0;0;0;0;0;0;16,6;0;9;0;0;6;29,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/11/1978;1;73,2;248,7;19;10;1;1;0;1289,90002441406;1;0;0;0;66,2;1,3;0;0;0;0;10,2;0;0;0;0;0;0;0;32,2;73,2;6;17;9,2;0;0;0;3,4;30;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/12/1978;1;42;191,1;5;9;1;1;0;1289,90002441406;1;0;0;2,5;41,8;42;5,8;0;0;0;0;0;0;0;41,2;0;0;6,6;0;0;0;0;0;0;0;17,4;2,4;0;0;0;0;31,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/01/1979;1;22,4;44,9;11;5;1;1;0;1744,69995117187;2;0;0;0;0;0;0;0;0;0;0;22,4;0;0;0;0;0;0;0;0;0;0;0;0;3;2,3;0;4,2;13;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/02/1979;1;55,6;122,7;13;8;1;1;0;1744,69995117187;2;0;0;0;0;0;0;0;0;0;0;0;31;55,6;0;0;0;0;6,4;1,2;0;0;0;10,4;5,6;0;1,5;0;11;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
2953008;2;01/03/1979;1;74;95,7;10;6;1;1;0;1744,69995117187;2;4;0;0;0;0;0;0;4,4;1,3;74;3,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,4;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/04/1979;1;63,4;149;15;8;1;1;0;1744,69995117187;2;0;0;0;0;9,8;24,4;0;0;0;0;2,2;0;0;0;63,4;31,2;2,4;6,2;0;0;0;0;0;0;0;0;0;0;0;9,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/05/1979;1;71,6;197;22;9;1;1;0;1744,69995117187;2;0;0;0;5,4;0;0;0;0;25,6;1,2;0;0;3,2;0;0;0;0;13;71;0;0;71,6;2,4;0;0;0;0;0;0;3,6;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/06/1979;1;21,2;52,6;24;4;1;1;0;1744,69995117187;2;0;0;0;0;14;0;0;0;0;0;0;15,8;0;0;0;0;0;0;0;0;0;0;0;21,2;1,6;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/07/1979;1;33;141,2;8;10;1;1;0;1744,69995117187;2;0;22,6;10;0;0;7,2;11,6;33;0;0;0;0;0;0;2,4;0;0;0;0;18;13,4;0;0;0;1;22;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/08/1979;1;57,6;153,2;4;10;1;1;0;1744,69995117187;2;0;0;0;57,6;0;2,4;44,4;0;4,2;6,4;11,6;8,2;0;0;0;0;0;0;2;0;0;0;0;0;0;15,4;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/09/1979;1;49,6;214;25;8;1;1;0;1744,69995117187;2;27,6;0;0;0;0;0;0;0;0;0;4;0;6;24,2;0;0;0;0;0;0;0;0;0;0;49,6;29,2;0;0;48,4;25;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/10/1979;1;54,6;243,2;23;13;2;2;0;1744,69995117187;2;0;4,6;0;3,2;50,4;17,6;13;1,2;0;0;0;0;0;16,4;0;0;0;0;0;0;0;0;54,6;2,6;28,4;0;0;38,4;9,8;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1
2953008;2;01/11/1979;1;71,6;228,8;16;7;1;1;0;1744,69995117187;2;0;0;0;0;0;0;0;27;1,8;4,6;0;0;0;0;0;71,6;48,4;58,6;0;0;0;0;0;0;16,8;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/12/1979;1;34,6;102,4;4;8;1;1;0;1744,69995117187;2;0;0;0;34,6;0;4,6;11,4;0;12,4;3,6;0;0;10,4;22,8;2,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/01/1980;1;18,4;24,6;7;4;1;1;0;1360,59997558594;1;0;0;0;0;0;0;18,4;1,2;2,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/02/1980;1;17;47,2;1;6;1;1;0;1360,59997558594;1;17;0;0;0;2,6;0;0;0;0;0;7,4;0;0;0;0;0;0;3,4;0;0;0;0;0;0;15,6;0;0;0;1,2;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
2953008;2;01/03/1980;1;45;203,2;13;14;1;1;0;1360,59997558594;1;2,6;30,6;11,4;3,6;0;0;5;1,6;0;0;3,4;5,2;45;0;0;0;0;0;0;0;0;0;0;0;0;33,6;9;33,2;18;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/04/1980;1;130,6;156,6;12;4;1;1;0;1360,59997558594;1;0;0;0;0;0;0;0;0;0;0;0;130,6;23,4;1,2;1,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/05/1980;1;30,4;110,8;10;9;1;1;0;1360,59997558594;1;13,8;22,8;0;0;0;0;0;24,4;2,4;30,4;0;0;0;0;0;1,6;5,4;0;3,2;0;0;6,8;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/06/1980;1;34;89,4;13;6;1;1;0;1360,59997558594;1;4,4;0;0;0;0;0;0;0;0;0;0;19,4;34;0;0;0;0;0;23;7;0;0;0;0;1,6;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/07/1980;1;45;147,8;21;8;1;1;0;1360,59997558594;1;29;0;0;0;0;0;0;3,8;31,6;0;0;0;3,6;0;0;0;0;0;0;0;45;0;0;0;0;0;4;0;22,4;8,4;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/08/1980;1;11;38;19;5;1;1;0;1360,59997558594;1;0;0;0;0;0;10,4;0;0;0;0;0;0;0;0;0;0;10,2;0;11;3,4;0;3;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/09/1980;1;30,2;96,2;1;7;1;1;0;1360,59997558594;1;30,2;12;0;0;0;0;0;4;10;0;0;0;0;0;29,4;0;0;0;0;0;0;0;0;0;0;0;0;9,4;1,2;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/10/1980;1;58;205,4;21;10;1;1;0;1360,59997558594;1;0;0;0;18,6;18,4;0;0;0;3,6;0;0;0;0;0;0;0;0;0;5;42,4;58;21,4;0;0;0;0;5;21,4;0;11,6;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/11/1980;1;45,6;147,6;23;10;1;1;0;1360,59997558594;1;0;0;0;0;0;2,6;24;0;30;19;0;0;0;0;0;0;0;0;0;0;5,2;6,4;45,6;0;0;0;0;8;5,6;1,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/12/1980;1;20,4;93,8;4;7;1;1;0;1360,59997558594;1;0;17;0;20,4;1,4;0;0;0;0;0;0;0;0;0;0;0;0;0;19,4;0;0;0;0;2,4;0;0;17,6;15,6;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/01/1981;1;91,6;256;30;8;1;1;0;1361;1;0;0;0;0;0;0;5;0;0;0;0;0;14,8;0;0;0;0;70,4;4;42,4;0;0;0;8;19,8;0;0;0;0;91,6;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/02/1981;1;24;115;16;11;1;1;0;1361;1;0;1,2;4,4;11,6;2,6;0;0;0;19,4;0;14;1,2;15;0;0;24;0;0;10,6;0;0;0;0;0;0;0;11;0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
2953008;2;01/03/1981;1;13,4;41,8;29;6;1;1;0;1361;1;0;0;10;1,6;0;4;0;0;0;0;0;0;0;0;10,6;0;0;0;0;0;0;0;0;0;0;0;0;0;13,4;0;2,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/04/1981;1;19,4;54;26;7;1;1;0;1361;1;0;0;0;1,2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;14,4;0;1;19,4;0;0;13;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/05/1981;1;46,4;73;23;6;1;1;0;1361;1;0;0;0;0;0;1,2;0;0;0;0;0;0;0;1,4;5,4;0;0;0;0;9,4;0;0;46,4;0;0;9,2;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/06/1981;1;50;170,8;7;8;1;1;0;1361;1;0;0;36;0;0;1,4;50;7;0;0;15;0;0;0;0;0;0;0;0;0;0;0;39,6;3,2;0;0;0;0;18,6;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/07/1981;1;28,4;58,2;12;6;1;1;0;1361;1;2,4;0;0;0;0;0;0;0;0;0;2,6;28,4;0;0;0;0;18;1,4;0;5,4;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/08/1981;1;17;35,4;30;4;1;1;0;1361;1;5,4;0;0;0;0;0;0;5,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,6;0;0;17;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/09/1981;1;67,4;233,6;13;12;1;1;0;1361;1;7,2;31;0;15;0;0;0;0;0;0;0;0;67,4;44;4,6;0;0;0;0;16;4;0;14;10;16,4;0;0;0;4;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/10/1981;1;25;41,4;27;5;1;1;0;1361;1;0;0;0;3,4;2,2;4,4;6,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/11/1981;1;133;194,6;6;7;1;1;0;1361;1;0;0;26,6;13,6;0;133;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;4,2;3;3,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/12/1981;1;33,2;87,2;16;5;1;1;0;1361;1;11;0;0;0;0;31,6;0;0;0;0;0;0;0;0;7;33,2;0;0;0;0;4,4;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/01/1982;1;12;23,8;10;5;1;1;0;2224,30004882813;1;4,2;0;0;0;0;0;0;3,4;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,6;0;2,6;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/02/1982;1;60;267,6;4;11;1;1;0;2224,30004882813;1;0;13,6;24,2;60;0;0;0;0;40,6;17;0;46;0;36,6;0;17,4;0;0;0;2,6;8,4;1,2;0;0;0;0;0;0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
2953008;2;01/03/1982;1;29;52,4;15;5;1;1;0;2224,30004882813;1;10,6;1,2;0;0;0;0;0;0;0;0;0;0;0;0;29;1,2;0;0;0;0;0;0;0;0;0;0;0;10,4;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/04/1982;1;21,4;22,8;15;2;1;1;0;2224,30004882813;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,4;0;0;0;0;0;1,4;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/05/1982;1;58,4;174;15;7;1;1;0;2224,30004882813;1;0;0;0;0;0;0;0;0;20,2;20,4;16,8;0;0;5,2;58,4;0;0;41;12;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/06/1982;1;100;325;15;11;1;1;0;2224,30004882813;1;0;0;0;0;0;0;0;0;3,4;55;40,6;17,6;0;0;100;1,4;0;0;10,4;15,6;7,6;0;0;0;0;0;3,2;70,2;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/07/1982;1;40,4;226,6;5;11;1;1;0;2224,30004882813;1;0;0;0;0;40,4;26,2;14;0;0;0;0;1,2;19;0;0;0;29;5,6;0;0;0;31;40;11;0;0;0;0;9,2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/08/1982;1;100,9;259,5;8;10;1;1;0;2224,30004882813;1;0;0;1,2;0;0;0;42,2;100,9;13,6;2,8;0;0;0;0;35,4;16,6;0;0;0;0;0;0;0;0;0;0;9,6;5,2;0;0;32;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/09/1982;1;76,4;211,2;18;9;1;1;0;2224,30004882813;1;0;0;0;0;6,2;0;0;0;0;0;0;17,6;6,8;0;0;0;0;76,4;19,2;0;0;0;0;0;5,4;2,6;36;41;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/10/1982;1;91;236,6;23;11;1;1;0;2224,30004882813;1;0;4,2;0;0;1,4;0;5,6;2,4;0;0;6,4;0;7,4;0;0;0;0;20,6;0;0;0;77;91;9;0;0;0;0;0;11,6;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/11/1982;1;61,4;286,4;11;11;1;1;0;2224,30004882813;1;0;25,6;55,6;18,4;0;8,4;0;0;0;0;61,4;7,4;0;0;16,2;0;0;0;44,4;11,4;2;0;0;0;0;0;35,6;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/12/1982;1;37;138,4;18;9;1;1;0;2224,30004882813;1;11,2;0;0;0;0;0;20,4;0;0;0;0;0;17,2;0;0;0;0;37;21,6;0;0;21;3,4;4,2;0;0;0;0;0;0;2,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/01/1983;1;18,4;74,4;30;5;1;1;0;1936,19995117187;1;0;0;0;0;15,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,6;12;0;18,4;14,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/02/1983;1;53,4;240,4;26;12;1;1;0;1936,19995117187;1;3,2;0;0;0;0;0;0;0;0;0;0;0;19,6;0;0;42,2;19;0;0;0;18,6;20;3;16,2;35;53,4;4,6;5,6;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
2953008;2;01/03/1983;1;75,6;164,4;11;6;1;1;0;1936,19995117187;1;3,4;0;0;0;0;0;0;0;0;0;75,6;38;0;0;0;0;12;34;1,4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/04/1983;1;78;249,2;29;7;1;1;0;1936,19995117187;1;0;0;0;30,4;52;0;0;0;0;0;0;0;0;0;0;0;0;19;9,2;0;0;0;0;56;4,6;0;0;0;78;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/05/1983;1;58,4;297;11;17;1;1;0;1936,19995117187;1;0;26,8;1,2;8;42;2,4;0;0;0;1,4;58,4;3,2;0;0;19;55,4;5,2;0;4;1,2;2,4;0;0;11;0;0;25;30,4;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/06/1983;1;40;94,2;21;7;1;1;0;1936,19995117187;1;0;0;0;0;0;0;0;0;4,4;0;0;9,6;18,6;0;0;0;0;0;0;0;40;3,6;8,6;9,4;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2953008;2;01/07/1983;1;45,6;275,4;9;17;1;1;0;1936,19995117187;1;3,6;8,2;5,4;0;9,4;35,4;0;15;45,6;4,8;2,4;0;0;12;0;36;0;0;0;0;0;0;0;1,6;15,2;0;23;18,2;0;35,4;4,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/08/1983;1;30,6;109;16;9;1;1;0;1936,19995117187;1;4,6;5,2;0;0;0;0;0;0;25,6;0;0;1,6;14,6;0;10;30,6;0;2,8;0;0;0;0;0;0;0;0;0;0;0;0;14;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2953008;2;01/09/1983;1;21;56,4;23;6;1;1;0;1936,19995117187;1;0;0;0;0;0;0;0;7,6;0;0;0;0;0;0;6,2;1,2;0;0;0;0;0;0;21;0;0;0;0;0;12,8;7,6;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
